"baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj"
"ENA|HBXI01007872|HBXI01007872.1" 364.470865077236 -0.798613004031189 0.218157882757384 -3.66071119657563 0.000251516135895506 0.0300450819394
"ENA|HBXI01008320|HBXI01008320.1" 38.0198364165172 -0.846963107402181 0.248283684873742 -3.41127169847218 0.000646606248659992 0.0484531346059152
"ENA|HBXI01008333|HBXI01008333.1" 23016.7408773747 0.288027314424036 0.0731734214345142 3.93622860291976 8.27721299847757e-05 0.0166700333520578
"ENA|HBXI01008374|HBXI01008374.1" 184.814883864267 0.648314624040388 0.151296298263983 4.28506600279939 1.82684944192374e-05 0.00645195565945503
"ENA|HBXI01008415|HBXI01008415.1" 96.7698358311866 0.469342318495543 0.117832170693319 3.98314242820066 6.80099681549714e-05 0.015080850240329
"ENA|HBXI01009022|HBXI01009022.1" 669.175049716758 -1.02354265538007 0.274416484489027 -3.72988764609366 0.00019156517319707 0.0261526706198286
"ENA|HBXI01009852|HBXI01009852.1" 374.327022798515 0.72327943501819 0.137345561971977 5.26612891333003 1.3933046229208e-07 0.000219054453909401
"ENA|HBXI01009854|HBXI01009854.1" 364.054558606415 0.417421287733444 0.110274826122899 3.78528175839729 0.000153534524038192 0.0236802709891564
"ENA|HBXI01010328|HBXI01010328.1" 105.073389426012 -1.56142125481548 0.325760436575647 -4.79315803732626 1.64176191914938e-06 0.00140379284939478
"ENA|HBXI01010330|HBXI01010330.1" 3511.07916286519 -0.438581591739892 0.127048375360212 -3.45208343275868 0.00055627568969514 0.0443718765275103
"ENA|HBXI01010341|HBXI01010341.1" 1228.91390374461 2.4146822057926 0.593368175090583 4.06945014437954 4.71242219709595e-05 0.0123349484439722
"ENA|HBXI01010343|HBXI01010343.1" 1236.4065170015 2.30877671935805 0.633120197042219 3.64666414078098 0.000265666799031947 0.0308287344076643
"ENA|HBXI01010634|HBXI01010634.1" 54.5041773938946 2.15477675971801 0.556634959603724 3.87107694646421 0.000108355579088168 0.0192037607767241
"ENA|HBXI01010642|HBXI01010642.1" 325.504047269597 -2.51126841467389 0.563192316082725 -4.45898912851116 8.23470972097434e-06 0.00392392085442352
"ENA|HBXI01010661|HBXI01010661.1" 363.322858061064 0.353814634304101 0.0912442270877895 3.87766596963644 0.00010546337959659 0.0188973315984508
"ENA|HBXI01010748|HBXI01010748.1" 29.1007591234473 -1.55027773488659 0.386572718631505 -4.0103133515854 6.06382193223947e-05 0.0140065665086961
"ENA|HBXI01010848|HBXI01010848.1" 726.805776072919 0.821605398601389 0.226033770165991 3.63487897404901 0.000278111162218961 0.0315957618280367
"ENA|HBXI01011121|HBXI01011121.1" 38.1875834420687 23.7378977336354 2.95359047447537 8.0369631263291 9.20923674972747e-16 7.48066301180362e-12
"ENA|HBXI01011337|HBXI01011337.1" 226.997309319377 0.304978889701846 0.087810828437595 3.4731353197355 0.000514415920634037 0.0427230838957117
"ENA|HBXI01011666|HBXI01011666.1" 550.034142758718 0.711964144465412 0.198828466941721 3.58079582575114 0.00034254926212005 0.0348868887077136
"ENA|HBXI01011993|HBXI01011993.1" 154.22544305884 0.720986650940709 0.160091438835195 4.50359279788174 6.68141725350087e-06 0.00370044220569461
"ENA|HBXI01012085|HBXI01012085.1" 9.39966081610186 -5.30343359886135 1.42149260868255 -3.73089073166312 0.000190803971157061 0.0261219211973395
"ENA|HBXI01012421|HBXI01012421.1" 408.23240150014 -0.195702588561026 0.0519346206459066 -3.76824912028026 0.000164396595662131 0.0245777953355243
"ENA|HBXI01012603|HBXI01012603.1" 64.5271599262089 2.14302057537459 0.609630257149547 3.51527922087517 0.000439291850126102 0.0395022254454723
"ENA|HBXI01012898|HBXI01012898.1" 10.2105194354941 6.65389194474779 1.4387938702564 4.62463184080847 3.75264333741152e-06 0.00237527702569822
"ENA|HBXI01013162|HBXI01013162.1" 57.6830317474264 0.679891568098538 0.187182825426109 3.63223263967092 0.000280979632874523 0.0316999660811076
"ENA|HBXI01013163|HBXI01013163.1" 95.7722764110152 0.893797699566474 0.239862632776589 3.72628987358348 0.000194318921186865 0.0262263406707993
"ENA|HBXI01013189|HBXI01013189.1" 164.546816374273 -0.60398772145141 0.159825148600547 -3.77905308857846 0.00015742586189946 0.0238620233817453
"ENA|HBXI01013235|HBXI01013235.1" 94.6845840917196 1.9904048386083 0.522947937784213 3.80612427126467 0.000141161474432927 0.0225571407898755
"ENA|HBXI01013555|HBXI01013555.1" 73.8493492961088 3.25679774418781 0.905116111199695 3.59820989140394 0.000320414995135902 0.0340969127356629
"ENA|HBXI01013836|HBXI01013836.1" 705.903873781783 -1.57783047070307 0.436992085749274 -3.61066143337057 0.000305417133417456 0.0334503825808988
"ENA|HBXI01013887|HBXI01013887.1" 42.5133519536074 1.21381176165256 0.307479550273563 3.94761785156976 7.89326653137015e-05 0.0163699295771015
"ENA|HBXI01014188|HBXI01014188.1" 968.143619589965 -0.480612258510478 0.101741617761955 -4.72385115435226 2.31419823169299e-06 0.00171038989327216
"ENA|HBXI01014566|HBXI01014566.1" 145.526304145496 0.78837567870552 0.216997755555867 3.63310522123142 0.000280030756365252 0.0316662157859156
"ENA|HBXI01014917|HBXI01014917.1" 154.49190259455 0.851167141980828 0.216778919475128 3.92642948881607 8.62161510772988e-05 0.017221322832809
"ENA|HBXI01015499|HBXI01015499.1" 73.968192373178 0.461876224506918 0.135865039834538 3.39952223963877 0.000675036899061486 0.0497729930203611
"ENA|HBXI01015658|HBXI01015658.1" 20.2141078187137 0.842123142303261 0.236841796866498 3.55563567514203 0.000377066296282091 0.0367549142963931
"ENA|HBXI01015886|HBXI01015886.1" 18.1367730036231 4.09036437614838 1.18203404244547 3.46044549418048 0.000539282396061794 0.0435704211827719
"ENA|HBXI01016054|HBXI01016054.1" 5505.48015627349 -0.344137499117057 0.0859024675692977 -4.00614218490802 6.17185051945729e-05 0.0141888514442127
"ENA|HBXI01016319|HBXI01016319.1" 217.202602037124 0.607232417319437 0.159602894110681 3.80464540259737 0.000142007475767152 0.0225580774376487
"ENA|HBXI01016320|HBXI01016320.1" 8.60531985879598 3.23665975749799 0.771492217659583 4.19532392344383 2.72481892892267e-05 0.00845874044317409
"ENA|HBXI01016624|HBXI01016624.1" 374.282358311353 -0.849310405209713 0.192167460271278 -4.4196369354664 9.88668588075508e-06 0.00454582355147397
"ENA|HBXI01016847|HBXI01016847.1" 24.5636403729201 -1.40594886603205 0.367716030866984 -3.82346361869828 0.000131590015805214 0.0216673867237666
"ENA|HBXI01016882|HBXI01016882.1" 22.1424325574721 1.14372854143162 0.261620740335696 4.37170439913921 1.23280361852218e-05 0.00509093993145285
"ENA|HBXI01016995|HBXI01016995.1" 398.816286498395 -0.372619779454028 0.095682527341383 -3.89433462730942 9.84686414447929e-05 0.0183174223157875
"ENA|HBXI01017205|HBXI01017205.1" 217.515374586636 -2.67536770022604 0.675751408300921 -3.95910044339067 7.5232593783022e-05 0.0158796032731728
"ENA|HBXI01017209|HBXI01017209.1" 435.157315520566 -1.84040093246689 0.519949352230445 -3.53957731569827 0.000400768357887576 0.037780750922098
"ENA|HBXI01017573|HBXI01017573.1" 991.975576551975 -0.832994320034344 0.194666030575254 -4.27909439347367 1.87655272154037e-05 0.00653281618160247
"ENA|HBXI01017902|HBXI01017902.1" 30315.8880824627 0.215177924345742 0.0606935841591708 3.54531582418054 0.000392142924129741 0.0375486480083208
"ENA|HBXI01018147|HBXI01018147.1" 591.565553891911 -0.538147370659583 0.143649945441802 -3.746241385644 0.000179503873990336 0.0256558938725543
"ENA|HBXI01018162|HBXI01018162.1" 46.5240648186538 -1.20059932363383 0.30622853673473 -3.92059909385208 8.83291048514522e-05 0.0174477408884797
"ENA|HBXI01018384|HBXI01018384.1" 1110.06901826059 -0.562379296523036 0.152505069547582 -3.68761050495814 0.00022636979674873 0.0284181042178681
"ENA|HBXI01018614|HBXI01018614.1" 10.76100310197 -1.06127109242242 0.300251622670585 -3.53460568500164 0.000408384085522261 0.0381299301919233
"ENA|HBXI01018935|HBXI01018935.1" 26.3806315985345 1.20776048308517 0.346509193300828 3.48550776266601 0.000491203970896724 0.0417806267601476
"ENA|HBXI01019085|HBXI01019085.1" 11.7235823512213 -0.959784206892071 0.25120406912223 -3.82073511088335 0.000133054497286758 0.0216673867237666
"ENA|HBXI01019216|HBXI01019216.1" 40.5920481392628 0.715236788647715 0.199936756162198 3.57731515893697 0.000347141533096437 0.0351746029938755
"ENA|HBXI01019221|HBXI01019221.1" 21.2330504322856 -0.922794289498196 0.252017337408978 -3.66163018380227 0.000250615454867873 0.0300450819394
"ENA|HBXI01019294|HBXI01019294.1" 35.4509998073321 0.708131363984996 0.182265295284355 3.88516839083507 0.000102258985431328 0.018748131016186
"ENA|HBXI01019354|HBXI01019354.1" 12.7836904636468 -0.96617771372524 0.274437053689589 -3.52058040536344 0.000430603418474451 0.039308851854771
"ENA|HBXI01019377|HBXI01019377.1" 699.801363469982 0.809636328360795 0.118699267614604 6.82090416083734 9.04692845177268e-12 2.93952799254998e-08
"ENA|HBXI01019812|HBXI01019812.1" 189.976964799835 -0.486296904320463 0.113383604463712 -4.28895259257789 1.79517681510497e-05 0.00638637427843694
"ENA|HBXI01019995|HBXI01019995.1" 104.470283231496 -2.65695744881059 0.69533289513855 -3.82113009090584 0.000132841551793641 0.0216673867237666
"ENA|HBXI01020408|HBXI01020408.1" 23.085967074923 -1.24459603869889 0.363574178556904 -3.42322450851414 0.000618829436214715 0.0474221840601145
"ENA|HBXI01020666|HBXI01020666.1" 70.8623407538802 -1.26381691070862 0.312072603013478 -4.04975284118112 5.12717552088647e-05 0.0126512141883039
"ENA|HBXI01021086|HBXI01021086.1" 73.0739983294542 -1.67551483293262 0.461096275618967 -3.63376353600654 0.000279316869388905 0.0316589432099453
"ENA|HBXI01021905|HBXI01021905.1" 65.0719888108002 -1.36733906050342 0.300913719482469 -4.54395719429162 5.52078736484826e-06 0.00331721518843262
"ENA|HBXI01022572|HBXI01022572.1" 11.7910897484475 1.14346366948728 0.331035294733717 3.4542046956264 0.000551918289412248 0.0442424236667338
"ENA|HBXI01022647|HBXI01022647.1" 23.1627764700261 1.13716723402654 0.29292629686679 3.88209336679553 0.000103561097731679 0.0187634229786119
"ENA|HBXI01022914|HBXI01022914.1" 19.713132528082 0.96412071060926 0.27128295224254 3.55393032492249 0.000379519745171771 0.0368466799605214
"ENA|HBXI01023737|HBXI01023737.1" 3904.0346255991 -0.532660567156575 0.147773223061019 -3.60458110152086 0.000312656806889405 0.0338628165648352
"ENA|HBXI01024040|HBXI01024040.1" 2060.70009889453 -0.621013458060347 0.174306141839284 -3.56277438940128 0.000366956032183461 0.0361426164771083
"ENA|HBXI01024459|HBXI01024459.1" 11.2509372271651 1.0130779724106 0.295838434341027 3.4244298739182 0.000616090824773501 0.0473987074152615
"ENA|HBXI01024732|HBXI01024732.1" 150.954643635615 0.508769886578067 0.134505216956293 3.7825290207397 0.00015524298691014 0.0237931845786994
"ENA|HBXI01025144|HBXI01025144.1" 835.546040290291 -0.370996849630847 0.0867615529708554 -4.27605127994275 1.90237421639935e-05 0.00657573862119657
"ENA|HBXI01025160|HBXI01025160.1" 12.7435526744261 4.18825739150565 1.17611274272576 3.5611019584729 0.000369301633337435 0.0361426164771083
"ENA|HBXI01025412|HBXI01025412.1" 3810.10770088525 -0.239869277539607 0.0630509460720467 -3.80437237635601 0.000142164184352439 0.0225580774376487
"ENA|HBXI01025443|HBXI01025443.1" 581.052745211491 -0.331927129836548 0.0926026872154267 -3.58442222161834 0.000337825214474932 0.0348833163200831
"ENA|HBXI01025798|HBXI01025798.1" 323.217358536834 -0.813890520694799 0.182290783979241 -4.46479247567163 8.01463968920147e-06 0.00391012362453352
"ENA|HBXI01025972|HBXI01025972.1" 66.2309570394385 0.686340552444801 0.185337908203012 3.70318495066324 0.000212909543690961 0.0275978333521544
"ENA|HBXI01026385|HBXI01026385.1" 191.452198058323 -0.760973495813423 0.190526238626836 -3.99406140224006 6.49510314245334e-05 0.0147236435793903
"ENA|HBXI01026699|HBXI01026699.1" 19.6437524079934 1.147091964167 0.336452740664636 3.40937024885281 0.000651130433924435 0.0486729986021612
"ENA|HBXI01026728|HBXI01026728.1" 389.053570764195 0.679543802035552 0.196308307383179 3.4616151048011 0.000536944456351941 0.0434710945409982
"ENA|HBXI01026763|HBXI01026763.1" 13.0048506901031 1.24724215147774 0.265846430797899 4.6915888535134 2.71091490801474e-06 0.00190951054398504
"ENA|HBXI01026981|HBXI01026981.1" 14762.7198001703 0.257545888195999 0.0684621356674263 3.76187341638156 0.000168645399806636 0.025021133712833
"ENA|HBXI01027016|HBXI01027016.1" 2251.8265654891 -0.663732227828716 0.147682102273867 -4.49433084719953 6.97890526281236e-06 0.00381343591686097
"ENA|HBXI01027048|HBXI01027048.1" 7674.10724895386 0.287667761286498 0.0827717660506684 3.47543341180377 0.000510028595737062 0.0425646809914947
"ENA|HBXI01027683|HBXI01027683.1" 70.8110957408597 0.528515546741378 0.147439703310264 3.58462161056577 0.000337567249791571 0.0348833163200831
"ENA|HBXI01028122|HBXI01028122.1" 84.5739871314403 0.785317143812762 0.224100945424357 3.50430089585605 0.000457807762942499 0.0402755139896959
"ENA|HBXI01028202|HBXI01028202.1" 1089.57502576207 -0.8989899587356 0.25217269778748 -3.56497736124166 0.000363887596291104 0.0361426164771083
"ENA|HBXI01028603|HBXI01028603.1" 24.9142841549803 -0.747765047200093 0.214331896012306 -3.4888183285476 0.000485160762239951 0.0414111475132237
"ENA|HBXI01028774|HBXI01028774.1" 14.4743269987835 3.06157626152416 0.699837890425785 4.37469348746105 1.21603222291611e-05 0.00509093993145285
"ENA|HBXI01028830|HBXI01028830.1" 21.5573232295576 -0.823174205760944 0.225352938731603 -3.65282214820082 0.000259373885668082 0.0303878952877187
"ENA|HBXI01029441|HBXI01029441.1" 277.320740815464 -0.824441694076715 0.225210600400192 -3.66075883023138 0.000251469376599859 0.0300450819394
"ENA|HBXI01029520|HBXI01029520.1" 927.607630595838 0.365604587477999 0.105128375592213 3.47769653453183 0.000505742141454776 0.042346862556171
"ENA|HBXI01029634|HBXI01029634.1" 13.6609080601318 0.998669392581173 0.28042972033987 3.56121095642368 0.000369148336622484 0.0361426164771083
"ENA|HBXI01030341|HBXI01030341.1" 308.196749737954 0.334678810773032 0.0849347991785818 3.94042034607446 8.13389562340369e-05 0.016517908537227
"ENA|HBXI01030400|HBXI01030400.1" 114.074891182835 0.545824221571885 0.134415263391469 4.06073096016065 4.89193174016586e-05 0.0124412915773868
"ENA|HBXI01030472|HBXI01030472.1" 52.3398832697747 1.30957888509784 0.333681299788979 3.9246397263677 8.6859632431822e-05 0.0172790398590291
"ENA|HBXI01030473|HBXI01030473.1" 41.832388499828 1.30428047392753 0.357031017916737 3.65312930382899 0.000259063690182086 0.0303878952877187
"ENA|HBXI01030563|HBXI01030563.1" 55.1413471507775 -0.782200346365691 0.213188340450895 -3.66905781390919 0.000243446025678677 0.0296626809988184
"ENA|HBXI01030649|HBXI01030649.1" 2704.91430465084 -1.41021311164153 0.342286454672789 -4.11997931086591 3.78906420769656e-05 0.0107367099624834
"ENA|HBXI01030669|HBXI01030669.1" 101.283125715146 -0.957967745457944 0.241971991639383 -3.95900260591163 7.52634157352152e-05 0.0158796032731728
"ENA|HBXI01030671|HBXI01030671.1" 143.582991513667 -0.628270669971037 0.135382458340144 -4.64070956957013 3.47214840678388e-06 0.00228683201418693
"ENA|HBXI01031342|HBXI01031342.1" 600.010177634571 -0.635773750545692 0.172888710110759 -3.67735840089494 0.000235661817235669 0.0290886178820458
"ENA|HBXI01031705|HBXI01031705.1" 69.9503634709914 2.1128957150451 0.466002345470401 4.5340881555269 5.78528645034209e-06 0.00331721518843262
"ENA|HBXI01031798|HBXI01031798.1" 262.90633331909 -0.619059723389128 0.164587615753903 -3.76127766693434 0.00016904764387157 0.025021133712833
"ENA|HBXI01031800|HBXI01031800.1" 32.5135943210127 2.17353014918368 0.560216235891288 3.87980570703321 0.000104539936535184 0.0188554996623168
"ENA|HBXI01032074|HBXI01032074.1" 176.560325964479 -0.471692561502365 0.119026627574681 -3.96291629120057 7.4039747761822e-05 0.0157578568839113
"ENA|HBXI01032176|HBXI01032176.1" 539.066084628082 2.22332986708248 0.357708549584125 6.21547868975271 5.11684178877389e-10 1.31255071105927e-06
"ENA|HBXI01032940|HBXI01032940.1" 11.0700424844579 -1.26167462419374 0.364001173305464 -3.46612790485422 0.000528012029040743 0.0432088116488944
"ENA|HBXI01033150|HBXI01033150.1" 20.7575366345129 0.748661427807707 0.208704384568853 3.58718591060898 0.000334266004233546 0.0348087079738411
"ENA|HBXI01033759|HBXI01033759.1" 174.818015220659 0.558847208515006 0.145268107989971 3.84700548694134 0.00011957029263209 0.0203762829451147
"ENA|HBXI01033815|HBXI01033815.1" 1832.86460658555 0.674356545802518 0.126680392087865 5.32329064260225 1.01906724751748e-07 0.000176852210731264
"ENA|HBXI01033818|HBXI01033818.1" 4210.08084428665 -0.318216473687353 0.0617127818237121 -5.15641110777288 2.51727900831745e-07 0.00033117001037219
"ENA|HBXI01033820|HBXI01033820.1" 4517.48711579483 -0.276242673450534 0.077708258149027 -3.55486894225273 0.000378167537507159 0.0367886815230019
"ENA|HBXI01033823|HBXI01033823.1" 6456.18515755404 -0.492372394493164 0.0874833892286013 -5.62818151919737 1.82119383496204e-08 3.69838938034916e-05
"ENA|HBXI01034225|HBXI01034225.1" 72.0483085427907 0.536387251330227 0.157072630948641 3.41489951553439 0.000638055454243623 0.0482231385677072
"ENA|HBXI01035046|HBXI01035046.1" 197.105612106347 -0.509601704764182 0.121398958968016 -4.19774361408192 2.69587588127225e-05 0.00845874044317409
"ENA|HBXI01035131|HBXI01035131.1" 94.9866485246113 0.616685038133904 0.154551798615596 3.99015115746232 6.60312000272781e-05 0.014899206606155
"ENA|HBXI01035447|HBXI01035447.1" 22.0221308258945 1.45398305844633 0.371941538544816 3.90917095233539 9.26134100036573e-05 0.0177011465755225
"ENA|HBXI01035542|HBXI01035542.1" 12.3611796053481 1.38683714573808 0.403494350182503 3.43706707444802 0.000588049959215972 0.0457385595188299
"ENA|HBXI01035566|HBXI01035566.1" 76.3715434582244 -0.470987701247656 0.112967092207606 -4.16924691999768 3.05607757432483e-05 0.00913785943665298
"ENA|HBXI01035749|HBXI01035749.1" 6985.54342905853 -0.77912623632175 0.185813757403229 -4.19304925108958 2.75229658441162e-05 0.00848996398297806
"ENA|HBXI01035751|HBXI01035751.1" 2469.03922908977 -0.805207604548733 0.225923296435682 -3.56407514077667 0.000365141352804565 0.0361426164771083
"ENA|HBXI01035852|HBXI01035852.1" 17254.9578237374 0.321984230541813 0.0764684805390746 4.21067907027762 2.54604219113684e-05 0.00811599705005793
"ENA|HBXI01036249|HBXI01036249.1" 80.8379414382489 6.63283727798573 1.78065384546522 3.72494479759641 0.000195357967347526 0.0262263406707993
"ENA|HBXI01036367|HBXI01036367.1" 6346.9504180452 -0.853729289554632 0.206262631900251 -4.13904002721877 3.48762103045709e-05 0.0100832232766334
"ENA|HBXI01036412|HBXI01036412.1" 157.345251033671 0.796863219327241 0.229912728722177 3.46593780934225 0.000528385484483177 0.0432088116488944
"ENA|HBXI01036505|HBXI01036505.1" 2730.10708268091 0.335973052502274 0.0973618448278172 3.45076711617818 0.000558995695102207 0.0443718765275103
"ENA|HBXI01036729|HBXI01036729.1" 2762.28926090289 -0.35393008518532 0.0687022939586752 -5.15164872657979 2.58206335798416e-07 0.00033117001037219
"ENA|HBXI01036864|HBXI01036864.1" 8.94821916053531 21.7368218217306 2.95467957545871 7.35674419733179 1.88449979531613e-13 7.06513469416288e-10
"ENA|HBXI01037172|HBXI01037172.1" 44581.6463380066 0.244554798961224 0.0650835893129662 3.75754935372783 0.000171585532457328 0.025188962894293
"ENA|HBXI01037591|HBXI01037591.1" 1161.32445350793 0.364614562122251 0.101973018659491 3.57559839764843 0.000349427715548154 0.0352596438931386
"ENA|HBXI01038097|HBXI01038097.1" 17.8606255759348 -1.29339447438547 0.335515593634686 -3.85494593671178 0.000115755206612362 0.0200059477300471
"ENA|HBXI01039111|HBXI01039111.1" 425.175024489135 -0.580471586568247 0.132833975518697 -4.36990298830997 1.24301746448949e-05 0.00509093993145285
"ENA|HBXI01039397|HBXI01039397.1" 1369.56037827312 0.838673429339114 0.229813213958174 3.64936991609086 0.000262884320598692 0.0305786539793294
"ENA|HBXI01039603|HBXI01039603.1" 86.0825261760532 0.635938926463034 0.182727872071767 3.4802513664323 0.00050094354485039 0.0423136680917128
"ENA|HBXI01039878|HBXI01039878.1" 9.98520491020499 -4.16509061804 0.994822763677634 -4.18676649762477 2.82956657631806e-05 0.00856567799978818
"ENA|HBXI01040037|HBXI01040037.1" 798.094060767182 0.62863731147231 0.162808120902897 3.8612159392666 0.000112824131846416 0.0197090413545901
"ENA|HBXI01040115|HBXI01040115.1" 55.9502752278063 0.701341562343665 0.151798149326577 4.62022472246883 3.83324627669699e-06 0.0023951891927392
"ENA|HBXI01040137|HBXI01040137.1" 37.9134721718671 3.05331760371464 0.636190814758038 4.7993739187761 1.59162395422069e-06 0.00138522443358586
"ENA|HBXI01040326|HBXI01040326.1" 19.1041168867132 1.96279704086913 0.497642186656913 3.94419342551103 8.00690129313417e-05 0.016404844755429
"ENA|HBXI01040522|HBXI01040522.1" 388.163440187779 -0.367420408531377 0.0824660280034901 -4.45541536832388 8.37309222495888e-06 0.00392392085442352
"ENA|HBXI01040832|HBXI01040832.1" 12.8083245179996 -23.1559841509345 2.94596625930899 -7.86023399886662 3.83416516799957e-15 2.07632824397737e-11
"ENA|HBXI01040891|HBXI01040891.1" 195.359246129651 -0.35044874257366 0.101648821091888 -3.44764197763653 0.000565503101493621 0.0446701623348397
"ENA|HBXI01040901|HBXI01040901.1" 24.5899209759032 -0.947426383848956 0.269935167978687 -3.50982938215653 0.000448394313817756 0.0399521792812611
"ENA|HBXI01040968|HBXI01040968.1" 6152.62959808568 -0.222131749101485 0.0612977748138347 -3.62381423756594 0.000290290133303425 0.0321574664173115
"ENA|HBXI01041015|HBXI01041015.1" 158.775196694253 -0.636601875367407 0.16547132796119 -3.84720351985522 0.000119473720456009 0.0203762829451147
